Taxa	CGH1	CGH2	CGH3	CGH4	CGH5	CGH6	SLMC1	SLMC2	SLMC3	SLMC4	SLMC5	SLMC6	UST1	UST2	UST3	UST4	UST5	UST6
Bacteria;Firmicutes;Unclassified Firmicutes;;;	32	104	71	94	58	38	38	23	38	122	148	34	3	29	29	21	11	38
Bacteria;Fusobacteria;Fusobacteria;Fusobacteriales;Fusobacteriaceae;Cetobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1
Bacteria;Fusobacteria;Fusobacteria;Fusobacteriales;Fusobacteriaceae;Fusobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Fusobacteria;Fusobacteria;Fusobacteriales;Fusobacteriaceae;Unclassified Fusobacteriaceae	2	2	1	1	0	0	0	0	0	0	0	0	0	3	0	0	4	0
Bacteria;Fusobacteria;Fusobacteria;Fusobacteriales;Leptotrichiaceae;Leptotrichia	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Fusobacteria;Fusobacteria;Fusobacteriales;Leptotrichiaceae;Sebaldella	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Fusobacteria;Fusobacteria;Fusobacteriales;Leptotrichiaceae;Unclassified Leptotrichiaceae	0	0	0	0	0	0	0	0	0	1	4	0	0	1	0	0	0	0
Bacteria;Fusobacteria;Fusobacteria;Fusobacteriales;Unclassified Fusobacteriales;	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas	0	0	2	0	0	0	1	0	1	0	4	0	0	37	47	8	37	149
Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Unclassified Gemmatimonadaceae	0	0	0	2	1	0	0	0	0	0	0	0	0	3	7	1	6	4
Bacteria;Lentisphaerae;Lentisphaeria;Lentisphaerales;Lentisphaeraceae;Unclassified Lentisphaeraceae	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Lentisphaerae;Lentisphaeria;Unclassified Lentisphaeria;;	0	0	1	1	1	0	0	1	2	0	0	0	0	0	0	0	0	0
Bacteria;Lentisphaerae;Lentisphaeria;Victivallales;Victivallaceae;Unclassified Victivallaceae	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Lentisphaerae;Lentisphaeria;Victivallales;Victivallaceae;Victivallis	0	2	2	8	0	0	2	2	5	2	18	1	0	0	0	0	0	0
Bacteria;Nitrospirae;Nitrospira;Nitrospirales;0319-6A21;NC10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Nitrospirae;Nitrospira;Nitrospirales;0319-6A21;Unclassified 0319-6A21	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0
Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Candidatus Magnetobacterium	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Leptospirillum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira	7	2	18	1	1	0	2	0	6	0	0	2	8	39	48	42	43	13
Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Thermodesulfovibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0
Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Unclassified Nitrospiraceae	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	1	0
Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Unclassified Nitrospirales;	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Phycisphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;SM1A02	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Unclassified Phycisphaeraceae	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
Bacteria;Planctomycetes;Phycisphaerae;Unclassified Phycisphaerae;;	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Planctomycetacia;Brocadiales;Brocadiaceae;Candidatus Brocadia	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Planctomycetacia;Brocadiales;Brocadiaceae;Candidatus Kuenenia	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Planctomycetacia;Brocadiales;Brocadiaceae;Candidatus Scalindua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Planctomycetes;Planctomycetacia;Brocadiales;Brocadiaceae;Unclassified Brocadiaceae	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0
Bacteria;Planctomycetes;Planctomycetacia;Brocadiales;Unclassified Brocadiales;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Blastopirellula	2	33	18	2	3	0	0	0	2	1	14	0	0	0	0	0	1	2
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Gemmata	7	3	5	0	1	1	3	1	0	0	1	0	1	7	1	1	4	6
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Isosphaera	172	35	121	23	8	183	158	456	10	43	144	44	8	4	8	14	7	11
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Pir4 lineage	1	7	17	1	1	0	1	0	1	0	3	0	0	7	3	0	6	7
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Pirellula	21	91	28	2	2	0	2	0	6	2	5	0	1	1	0	1	2	18
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Planctomyces	578	1043	1050	226	821	50	0	0	47	196	318	81	3	24	6	1	5	36
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Rhodopirellula	2	24	8	0	0	0	0	0	3	0	4	3	0	1	3	0	0	1
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Schlesneria	0	2	79	0	0	0	0	0	1	0	49	0	0	0	1	0	0	1
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Singulisphaera	53	18	120	7	0	43	44	33	3	16	37	34	2	11	20	7	24	14
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Unclassified Planctomycetaceae	194	222	637	50	67	177	208	672	32	87	271	81	14	45	37	19	27	78
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Zavarzinella	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Unclassified Planctomycetales;	2	1	8	0	2	0	1	1	1	0	2	0	0	3	1	0	0	2
Bacteria;Planctomycetes;Planctomycetacia;Unclassified Planctomycetacia;;	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0
Bacteria;Planctomycetes;Unclassified Planctomycetes;;;	1	1	6	0	0	1	4	0	0	0	1	0	0	3	0	0	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis	2	5	4	2	0	2	1	0	0	1	1	1	0	0	3	0	1	8
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas	532	4925	1086	4455	315	145	23	410	88	90	363	98	73	10	48	15	50	349
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter	15	33	72	0	1	5	5	0	8	6	0	14	50	13	151	10	121	40
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium	111	123	132	20	73	10	28	1	21	28	23	7	11	21	27	4	35	59
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Unclassified Caulobacteraceae	442	1108	863	914	312	77	45	82	49	61	205	33	40	34	133	13	152	153
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Henriciella	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hirschia	0	0	3	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas	4	1	0	0	0	0	0	0	0	0	0	0	0	3	2	0	3	4
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Maricaulis	1	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	2	0
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Oceanicaulis	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Ponticaulis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Unclassified Hyphomonadaceae	0	1	0	0	0	0	0	0	0	2	0	0	0	4	21	0	2	3
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Unclassified Caulobacterales;	2	5	1	1	1	1	0	0	1	1	3	0	0	1	3	0	3	1
Bacteria;Proteobacteria;Alphaproteobacteria;Kordiimonadales;Kordiimonadaceae;Kordiimonas	0	1	15	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Parvularculales;Parvularculaceae;Parvularcula	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Aurantimonadaceae;Aurantimonas	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Aurantimonadaceae;Aureimonas	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Aurantimonadaceae;Fulvimarina	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Aurantimonadaceae;Martelella	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Aurantimonadaceae;Unclassified Aurantimonadaceae	1	3	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	2
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bartonellaceae;Bartonella	2	6	3	4	1	0	0	14	4	8	2	1	2	2	0	0	2	2
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Afipia	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Beijerinckia	0	1	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Camelimonas	7	65	12	27	4	2	0	34	3	11	7	5	1	4	8	3	14	13
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Chelatococcus	9	208	6	3	2	1	0	5	4	3	1	0	0	3	3	0	4	2
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylocapsa	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylocella	1	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Unclassified Beijerinckiaceae	6	44	4	7	7	0	2	9	2	11	3	7	1	14	5	1	11	10
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Afipia	34	29	76	94	29	46	7	18	30	22	41	13	89	12	180	105	110	225
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Agromonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Blastobacter	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bosea	303	1112	328	284	340	62	16	67	42	62	276	25	60	173	145	38	126	273
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium	16	21	47	52	35	28	12	5	44	8	12	10	75	125	449	66	175	475
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Nitrobacter	2	9	22	24	41	36	16	2	20	6	11	5	32	2	27	32	45	27
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Rhodoblastus	4	4	3	0	1	2	0	1	0	1	2	0	0	8	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Rhodopseudomonas	3	10	37	46	51	11	6	6	39	11	11	6	83	9	100	73	49	36
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Salinarimonas	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Unclassified Bradyrhizobiaceae	105	151	356	481	438	250	70	66	267	102	126	100	765	215	1369	633	793	1184
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Brucella	9	49	8	11	2	3	0	67	8	10	16	1	3	44	36	15	15	19
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Mycoplana	0	6	0	8	0	0	2	0	6	1	8	0	0	0	2	1	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Ochrobactrum	43	123	13	62	15	10	7	775	13	54	44	7	6	10	0	1	0	39
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Paenochrobactrum	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Pseudochrobactrum	9	167	18	39	5	1	0	46	3	3	42	2	2	0	0	2	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Unclassified Brucellaceae	41	334	43	101	26	12	7	525	21	84	89	5	20	5	3	3	6	94
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Candidatus Liberibacter;Candidatus	0	0	1	0	0	7	0	0	1	0	1	0	0	0	0	0	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Candidatus Liberibacter;Unclassified Candidatus Liberibacter	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Family Incertae Sedis;Agaricicola	0	26	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Family Incertae Sedis;Bauldia	0	1	2	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Family Incertae Sedis;Nordella	6	11	6	1	5	0	1	0	0	1	0	1	2	63	37	4	145	16
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Family Incertae Sedis;Rhizomicrobium	17	1	0	0	3	10	31	0	39	29	14	71	36	20	34	20	15	55
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Family Incertae Sedis;Unclassified Family Incertae Sedis	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Ancalomicrobium	1	1	1	0	0	0	0	0	0	0	0	0	0	9	3	0	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Blastochloris	2	2	3	1	0	0	2	0	0	0	0	0	0	2	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Cucumibacter	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Devosia	138	339	256	373	292	27	7	0	62	124	320	24	49	49	202	21	242	319
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Dichotomicrobium	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Ensifer	1	0	0	0	2	1	0	0	1	0	0	0	0	0	1	3	1	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Filomicrobium	0	0	0	0	0	0	0	1	0	0	0	0	0	11	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium	1537	214	21	214	422	121	2020	1882	161	308	97	6	30	235	130	305	502	64
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Maritalea	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Pedomicrobium	6	3	2	2	19	0	1	0	0	0	0	0	0	7	9	0	7	5
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Rhodomicrobium	0	0	0	0	0	0	0	0	3	0	1	0	5	33	7	0	5	5
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Rhodoplanes	3	1	2	2	0	2	0	3	4	0	1	2	0	0	2	2	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Unclassified Hyphomicrobiaceae	198	143	110	67	166	18	84	461	22	67	81	17	40	166	123	27	126	112
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Vasilyevaea	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Meganema	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium	8	92	9	19	6	9	7	3	4	6	4	15	11	96	372	6	35	110
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Microvirga	17	112	6	23	10	5	6	1	9	16	17	0	9	18	11	1	29	28
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Unclassified Methylobacteriaceae	2	32	4	1	6	0	0	2	0	1	6	3	3	8	8	2	6	2
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Albibacter	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	4	2
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Methylocystis	1	7	0	2	0	0	1	0	4	0	0	0	4	24	0	3	3	7
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Methylopila	4	63	0	0	0	0	0	0	0	0	1	0	0	1	3	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Methylosinus	1	0	6	0	0	0	4	1	2	0	1	0	1	9	1	1	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Pleomorphomonas	6	27	1	1	0	0	0	0	0	0	0	0	1	4	5	0	4	6
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Unclassified Methylocystaceae	1	10	0	4	4	5	1	0	3	2	0	8	10	79	7	4	14	7
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Ahrensia	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Aminobacter	3	21	12	5	10	0	3	1	0	3	9	1	1	2	0	0	1	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Aquamicrobium	32	343	18	167	38	13	1	17	23	50	96	31	6	5	2	3	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Chelativorans	5	3	5	1	6	2	4	0	0	5	6	8	0	0	1	0	2	3
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Hoeflea	2	10	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Mesorhizobium	177	222	263	140	145	49	36	112	34	88	73	61	84	37	156	37	116	86
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Nitratireductor	7	4	3	1	3	7	0	0	3	1	3	10	2	1	4	16	4	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Phyllobacterium	4	13	4	3	7	0	0	0	2	2	0	0	0	9	5	0	1	2
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Pseudaminobacter	37	90	26	154	84	19	9	9	5	14	16	22	3	1	5	8	4	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Unclassified Phyllobacteriaceae	443	405	504	340	298	186	85	42	118	235	330	289	92	33	96	77	93	50
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Ensifer	78	56	10	14	18	11	6	1	14	38	34	17	12	13	92	46	237	119
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Kaistia	73	319	682	399	44	18	20	200	19	20	63	13	6	26	8	6	32	21
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium	284	492	271	303	123	51	46	218	105	107	118	36	83	153	467	286	314	274
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Shinella	8	33	7	4	7	1	1	0	0	0	3	1	2	15	4	1	35	7
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Unclassified Rhizobiaceae	111	260	77	100	39	12	11	18	51	34	72	38	38	102	194	124	308	183
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Afifella	1	39	1	0	0	0	0	0	0	1	2	1	0	0	0	0	1	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Anderseniella	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Parvibaculum	40	347	45	71	18	7	7	0	7	1	12	2	1	4	73	50	118	195
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Unclassified Rhodobiaceae	6	3	8	0	3	0	0	0	8	0	1	0	0	1	1	10	6	17
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Unclassified Rhizobiales;	1019	4285	1377	1264	770	224	242	588	439	505	759	368	316	949	1128	491	1292	1121
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Ancylobacter	4	22	13	36	22	5	2	0	5	1	1	1	1	13	11	2	1	9
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Azorhizobium	5	13	0	9	4	0	0	1	0	2	1	1	1	27	0	0	1	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Labrys	27	11	0	4	2	8	1	0	0	0	3	1	361	140	156	54	24	9
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Pseudolabrys	1	1	6	2	4	0	0	1	2	1	1	2	0	2	10	1	20	16
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Pseudoxanthobacter	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Starkeya	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Unclassified Xanthobacteraceae	20	363	2224	591	441	23	2	1	9	4	16	4	25	330	65	14	22	43
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Xanthobacter	25	299	2632	489	358	24	3	1	5	0	5	10	5	293	43	6	11	14
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;alphaI cluster;Methylosinus	0	3	0	0	0	0	0	0	1	0	0	0	0	4	0	0	1	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;alphaI cluster;alpha proteobacterium HINUF013	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Amaricoccus	13	8	2	17	9	3	2	0	1	4	13	0	8	158	94	11	347	13
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Catellibacterium	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Citreicella	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Dinoroseobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Haematobacter	1	10	0	0	0	4	0	0	0	6	3	0	0	10	0	1	0	11
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Jannaschia	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ketogulonicigenium	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Litoreibacter	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
