clade_name	SLMC2	CGH1	CGH2	UST4	UST1	SLMC5	SLMC6	CGH6	CGH5	UST5	UST2	SLMC4	UST3	CGH3	UST6	SLMC1	SLMC3	CGH4
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales	0.0	0.03421	0.04716	0.0	0.0	0.0	4.6595	0.21035	0.00107	0.0	0.0	0.01397	0.0239	0.0	0.0	0.0	0.00096	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	0.0	0.03163	0.0	0.01444	0.0	0.00294	0.0	0.01086	0.05631	0.0	0.0	0.0	0.03442	0.0	0.00341	0.0	0.0	0.04332
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	0.0	0.02678	0.01827	0.01268	0.02775	0.0	0.0	0.01428	0.06513	0.00096	0.0271	0.0	0.02546	0.00199	0.45566	0.0	0.0	0.04191
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	0.0	0.01124	0.0	0.0	0.0	0.00024	0.0	0.00021	0.02439	0.0	0.0	0.00239	0.0	0.0	0.01635	0.0	0.0	0.08692
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomonadales	0.0	0.00831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1068	0.00232	0.0	0.02223	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Puniceicoccales	0.0	0.00615	0.00104	0.0	0.0	0.00031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Verrucomicrobia|c__Terrimicrobia|o__Terrimicrobiales	0.0	0.00522	0.00155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107	0.0	0.00497	0.0	0.0	0.0	0.01156	0.0	0.0	0.00062	0.0	0.0	0.0	0.0	0.00246	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1776|o__OFGB1776	0.0	0.00421	0.0	0.0	0.0	0.01428	0.0	0.00592	0.01188	0.01189	0.0	0.05009	0.03841	0.01877	0.0	0.0	0.0	0.02359
k__Bacteria|p__Proteobacteria|c__CFGB8705|o__OFGB8705	0.0	0.00414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12378	0.0	0.0	0.00788	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Omnitrophica|c__CFGB8440|o__OFGB8440	0.0	0.0039	0.0	0.0	0.0	0.01802	0.01178	0.00491	0.0	0.0	0.0	0.05155	0.0	0.00943	0.0	0.00227	0.02207	0.0006
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bdellovibrionales	0.0	0.0022	0.0	0.0	0.13405	2.37688	0.0325	0.36653	8.86952	1.78429	0.0	2.07165	0.0	0.0	0.47319	0.55125	0.00383	2.05189
k__Bacteria|p__Proteobacteria|c__CFGB14846|o__OFGB14846	0.0	0.00134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01925	0.0	0.0	0.0	0.0	0.0074	0.0	0.0	0.0
k__Bacteria|p__Chloroflexi|c__Anaerolineae|o__Anaerolineales	0.0	0.00062	0.00247	0.0	0.0	0.00687	0.0	0.0	0.00074	0.0	0.0	0.02659	0.0	0.00151	0.0	0.0	0.0	0.02307
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales	0.0	0.00059	0.00083	0.0	0.0	0.06693	0.00109	0.0	0.01032	0.0	0.0	0.02545	0.0	0.0	0.0	0.0	0.00247	0.05545
k__Bacteria|p__Bacteroidota|c__CFGB7713|o__OFGB7713	0.0	0.00056	0.00018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Opitutales	0.0	0.00034	0.0	0.0	0.0	0.03752	0.0	0.0	0.00404	0.0	0.0	0.00665	0.00022	0.00981	0.0	0.0	0.03775	0.00496
k__Bacteria|p__Planctomycetota|c__Planctomycetia|o__Isosphaerales	0.0	0.00012	0.0	0.0	0.0	0.0	0.0	0.00103	0.00105	0.0	0.0	0.0	0.0	0.02226	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae	0.0	8.23075	2.52199	0.13293	0.19562	0.20624	0.02004	0.1682	1.02069	0.44902	1.05145	0.18003	0.31964	0.2047	0.48882	0.21591	0.12731	0.6621
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae	0.0	5.77694	4.9711	1.96404	3.62894	0.18018	0.13515	0.50816	0.83508	0.12288	5.32681	0.6435	3.5381	0.25329	1.36536	1.0612	2.28677	4.81758
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae	0.0	1.99783	0.0	3.6853	8.40165	6.39859	39.10006	24.39463	0.16175	0.02506	0.04494	10.50468	0.4899	4.8153	0.31054	5.55593	0.88842	0.42931
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae	0.0	0.35879	0.47871	0.05238	0.0	0.26995	0.0	0.02734	1.04937	0.16329	0.07632	2.48288	0.89595	0.76288	0.04454	0.21538	0.05173	0.48179
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae	0.0	0.35273	0.34164	0.05744	0.20677	0.05331	0.00581	0.0343	1.0971	0.21137	0.78088	0.10883	0.23155	0.03904	0.65299	0.02853	0.04992	0.72925
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae	0.0	0.33727	0.66463	0.22731	0.09539	0.04265	0.07568	0.01564	0.12858	1.12919	1.0208	0.03935	1.36298	0.07522	0.49496	0.0	0.21306	1.39108
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae	0.0	0.31118	0.00891	0.14478	0.0	0.0	0.0	0.01753	0.08653	0.00614	3.45616	0.01612	2.8525	0.05605	0.0	0.0	0.80285	0.00464
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Micropepsales|f__Micropepsaceae	0.0	0.21407	0.03329	0.19835	0.18931	0.02785	0.0743	0.02906	0.06961	0.24034	0.67112	0.16011	0.33031	0.0	0.14019	0.15649	0.08112	0.00107
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bacteriovoracales|f__Bacteriovoracaceae	0.0	0.20972	0.31048	0.0	1.96956	0.29212	0.45526	0.2497	0.0	0.0	0.31274	0.00136	0.00249	0.0	0.24362	0.10822	0.00355	0.0
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanotrichales|f__Methanotrichaceae	0.0	0.1539	0.38206	0.0	0.0	0.11359	0.00066	0.04133	0.30242	0.00112	0.0	0.39625	0.0	0.2631	0.00855	0.00282	0.00659	1.23515
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Azonexaceae	0.0	0.14456	0.03774	0.03958	0.00178	0.41432	0.12189	0.04003	0.17583	0.03058	0.32371	0.41052	0.05698	0.16469	0.00611	0.02973	0.63929	0.21778
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Devosiaceae	0.0	0.12634	0.38869	0.10794	0.79415	0.10636	0.14785	0.1972	0.28227	0.67439	0.0	0.10656	1.33903	0.00764	0.22407	0.0	0.05632	0.08933
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Alphaproteobacteria_unclassified|f__Alphaproteobacteria_unclassified	0.0	0.11578	0.44277	0.0	0.0	0.0	0.00323	0.0172	0.173	0.01055	0.0	0.0	0.0	0.0	0.00091	0.0	0.07906	0.00102
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae	0.0	0.09969	0.00993	0.04689	0.0	0.01882	0.0	0.04171	0.01892	0.0	0.0	0.01523	0.00027	0.07415	0.00912	0.0	0.01075	0.29187
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Intrasporangiaceae	0.0	0.06629	0.04329	0.01039	0.04429	0.01151	0.00235	0.04972	0.22131	0.00301	0.0	0.00073	0.0	0.11295	0.25775	0.00395	0.00627	0.30616
k__Bacteria|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae	0.0	0.0569	0.0	1.19541	0.8025	0.01596	0.18287	0.03216	0.00108	1.9433	5.91223	0.1872	3.27188	0.00255	2.5432	0.96782	0.42083	0.0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Arcobacteraceae	0.0	0.03975	0.02222	3.22382	0.2165	0.22432	0.07845	0.21311	0.22774	0.42405	0.14276	0.15245	0.21178	1.12111	0.0	0.06531	2.09914	0.18042
k__Bacteria|p__Chloroflexi|c__CFGB10797|o__OFGB10797|f__FGB10797	0.0	0.03917	0.06738	0.0	0.0	0.00054	0.0	0.01049	0.03695	0.0	0.0	0.01175	0.0	0.0575	0.0	0.00068	0.0	0.03958
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	0.0	0.0385	0.24471	0.55979	0.04296	0.22755	0.0	0.02868	1.8625	23.70939	2.58332	0.16241	0.55728	0.84759	12.85278	0.0	0.20206	0.34735
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	0.0	0.03163	0.0	0.01444	0.0	0.00294	0.0	0.01086	0.05631	0.0	0.0	0.0	0.03442	0.0	0.00341	0.0	0.0	0.04332
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Coxiellaceae	0.0	0.03084	0.0	0.0	0.0	0.0	0.0	0.00372	0.0	0.0	0.0	0.01397	0.0	0.0	0.0	0.0	0.00096	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae	0.0	0.02678	0.01827	0.01268	0.02775	0.0	0.0	0.01428	0.06513	0.00096	0.0271	0.0	0.02546	0.00199	0.45566	0.0	0.0	0.04191
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Tsukamurellaceae	0.0	0.01648	0.0	0.03945	0.0	0.0	0.00757	0.0158	0.15677	0.07051	0.09505	0.0	0.02298	0.0	0.0	0.0	0.0	0.0079
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae	0.0	0.01432	0.0	0.24381	0.0	0.07513	0.0	0.00264	0.00142	0.0	0.02342	0.0	0.0	0.0	0.0	0.0	0.00397	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae	0.0	0.01347	0.00784	0.00586	0.0	0.05455	0.0	0.00728	0.08116	0.01311	0.02474	0.17848	0.026	0.02368	0.00092	0.0	0.02792	0.15374
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified	0.0	0.01124	0.0	0.0	0.0	0.00024	0.0	0.00021	0.02439	0.0	0.0	0.00239	0.0	0.0	0.01635	0.0	0.0	0.08692
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae	0.0	0.00953	0.00142	0.06505	0.0	0.00498	0.0	0.00752	0.07254	0.00364	0.04503	0.0	0.01255	0.00361	0.07742	0.0	0.01967	0.13065
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomonadales|f__Hyphomonadaceae	0.0	0.00831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1068	0.00232	0.0	0.02223	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Dietziaceae	0.0	0.00741	0.50431	0.0	0.0	0.0	0.0	0.0	0.13998	0.0	0.0	0.0	0.0	0.0057	0.0582	0.0	0.0	0.51113
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae	0.0	0.00737	0.00259	0.0	0.0	0.00446	0.00013	0.0	0.00179	0.00315	0.00106	0.0016	0.05809	0.00379	0.00764	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	0.0	0.00649	0.0	0.06756	0.00311	0.07965	0.0	0.01465	0.13663	0.01081	0.01083	0.15673	0.00605	0.0	0.00248	0.0	0.06191	0.21388
k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Puniceicoccales|f__Puniceicoccaceae	0.0	0.00615	0.00104	0.0	0.0	0.00031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	0.0	0.00604	0.0	0.05809	0.0	0.04613	0.0	0.06825	0.11908	0.01427	0.0	0.14833	0.04029	0.0	0.0	0.0	0.15427	0.24261
k__Bacteria|p__Verrucomicrobia|c__Terrimicrobia|o__Terrimicrobiales|f__Terrimicrobiaceae	0.0	0.00522	0.00155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	0.0	0.00518	0.00175	0.33903	0.15777	0.00235	0.0	0.0	0.0	0.0	0.0	0.0	0.13631	0.0	0.10919	0.0	0.0	0.03486
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107|f__FGB2107	0.0	0.00497	0.0	0.0	0.0	0.01156	0.0	0.0	0.00062	0.0	0.0	0.0	0.0	0.00246	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1776|o__OFGB1776|f__FGB1776	0.0	0.00421	0.0	0.0	0.0	0.01428	0.0	0.00592	0.01188	0.01189	0.0	0.05009	0.03841	0.01877	0.0	0.0	0.0	0.02359
k__Bacteria|p__Proteobacteria|c__CFGB8705|o__OFGB8705|f__FGB8705	0.0	0.00414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12378	0.0	0.0	0.00788	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae	0.0	0.00406	0.06586	0.0	0.0	0.0	0.0	0.0	0.0	0.00176	0.06073	0.0	0.00481	0.0	0.0066	0.0	0.04215	0.0
k__Bacteria|p__Candidatus_Omnitrophica|c__CFGB8440|o__OFGB8440|f__FGB8440	0.0	0.0039	0.0	0.0	0.0	0.01802	0.01178	0.00491	0.0	0.0	0.0	0.05155	0.0	0.00943	0.0	0.00227	0.02207	0.0006
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae	0.0	0.00375	0.01188	0.0133	0.0	0.03801	0.0	0.0	0.052	0.00552	0.0	0.11258	0.00684	0.0005	0.0	0.0	0.03248	0.12871
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae	0.0	0.00336	0.04716	0.0	0.0	0.0	4.6595	0.20663	0.00107	0.0	0.0	0.0	0.0239	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingosinicellaceae	0.0	0.00312	0.01667	0.0	0.0	0.0	0.0	0.0	0.00312	0.00067	0.0	0.0	0.0	0.00653	0.0	0.0	0.0	0.00394
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bdellovibrionales|f__Bdellovibrionaceae	0.0	0.0022	0.0	0.0	0.13405	2.37688	0.0325	0.36653	8.86952	1.78429	0.0	2.07165	0.0	0.0	0.47319	0.55125	0.00383	2.05189
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Brevibacteriaceae	0.0	0.00208	0.0	0.0	0.0	0.0	0.0	0.0	0.00071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Jonesiaceae	0.0	0.00146	0.0	0.0	0.0	0.0	0.0	0.0	0.00291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00609
k__Bacteria|p__Proteobacteria|c__CFGB14846|o__OFGB14846|f__FGB14846	0.0	0.00134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01925	0.0	0.0	0.0	0.0	0.0074	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae	0.0	0.001	0.0518	0.01039	0.01076	0.02429	0.00116	0.05265	0.03021	0.00214	0.81396	0.00153	0.0	0.02384	0.06889	0.01656	0.00742	0.26314
k__Bacteria|p__Chloroflexi|c__Anaerolineae|o__Anaerolineales|f__Anaerolineaceae	0.0	0.00062	0.00247	0.0	0.0	0.00687	0.0	0.0	0.00074	0.0	0.0	0.02659	0.0	0.00151	0.0	0.0	0.0	0.02307
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanospirillaceae	0.0	0.00059	0.00083	0.0	0.0	0.06597	0.00109	0.0	0.01032	0.0	0.0	0.02545	0.0	0.0	0.0	0.0	0.00247	0.05464
k__Bacteria|p__Bacteroidota|c__CFGB7713|o__OFGB7713|f__FGB7713	0.0	0.00056	0.00018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Opitutales|f__Opitutaceae	0.0	0.00034	0.0	0.0	0.0	0.03752	0.0	0.0	0.00404	0.0	0.0	0.00665	0.00022	0.00981	0.0	0.0	0.03775	0.00496
k__Bacteria|p__Planctomycetota|c__Planctomycetia|o__Isosphaerales|f__Isosphaeraceae	0.0	0.00012	0.0	0.0	0.0	0.0	0.0	0.00103	0.00105	0.0	0.0	0.0	0.0	0.02226	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Luteimonas	0.0	10.84605	17.4984	0.43581	0.08594	16.37818	0.04661	0.21263	3.40903	0.39901	0.01458	24.74627	0.14663	8.77622	0.79726	0.24935	1.43423	7.10333
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides	0.0	8.15714	0.55962	0.06081	0.06071	0.20035	0.0	0.0208	0.80761	0.28532	0.79966	0.1397	0.22627	0.2047	0.0883	0.05148	0.10075	0.64822
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter	0.0	5.61981	4.95412	1.96404	3.62423	0.13926	0.13288	0.50816	0.81956	0.12288	5.32681	0.6435	3.53174	0.25209	1.33508	1.0606	2.28677	4.81758
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Pseudoxanthomonas	0.0	5.47592	0.27473	0.37887	0.53671	4.45368	0.15861	1.09898	4.59392	14.40955	2.1071	1.40151	0.58009	0.28135	5.01339	1.03892	0.22189	0.34583
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Thermomonas	0.0	3.06533	0.33893	2.76235	0.65372	8.74279	9.2323	0.61	1.56881	0.34579	0.122	0.91531	0.07591	3.59136	32.51873	0.66233	54.43977	0.63868
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__Chryseobacterium	0.0	2.30937	3.18778	0.01845	1.27981	1.45727	0.34626	0.51551	1.14912	0.26436	0.12445	0.18407	0.14134	1.49411	0.27968	0.0	0.07679	2.61901
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacter	0.0	1.99523	0.0	3.65849	8.36777	6.24487	34.70817	24.09427	0.13222	0.00615	0.0	10.50468	0.08842	4.8153	0.10649	5.55593	0.88842	0.42761
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas	0.0	1.03411	2.23025	0.06806	0.88486	0.59996	0.03939	0.07443	2.11393	0.0	0.19087	0.31193	0.0094	0.18494	0.29797	0.18521	0.18515	3.98119
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Castellaniella	0.0	0.85641	0.01459	0.0	0.00775	0.18231	0.04197	0.91619	0.16406	0.0	0.0	0.23989	0.0	0.06106	0.0	0.08923	0.06572	0.00086
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax	0.0	0.75311	0.9132	2.43422	0.40942	3.04841	0.35393	0.67042	3.12009	1.72907	1.72595	2.17089	4.12347	8.24543	4.43507	0.16429	1.58101	1.68166
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Diaphorobacter	0.0	0.69019	4.7969	0.06544	0.29123	0.18157	0.0202	0.02706	0.16421	0.02496	0.96127	0.00624	0.08744	0.00339	0.19187	0.11315	0.06025	0.30267
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Phenylobacterium	0.0	0.66628	0.80344	0.0	0.0	0.33844	0.05273	0.10648	1.22116	0.07353	0.0049	0.05932	0.00306	0.19908	0.08935	0.07062	0.01114	0.13802
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phyllobacteriaceae|g__Mesorhizobium	0.0	0.56286	0.54811	0.11021	0.47462	0.36019	1.34511	0.42362	1.89525	0.32145	0.09973	0.65359	0.07085	0.43821	0.05665	0.07113	0.34741	0.27265
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__Kaistella	0.0	0.46672	0.54728	0.03634	0.0	0.36895	0.09875	0.31204	1.25984	0.0	0.0	1.48312	0.0	3.33311	0.02293	0.02394	3.69782	2.04065
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__GGB65558	0.0	0.34823	0.06007	0.0	0.0	0.10688	0.04121	0.18329	0.59403	0.0	0.0	0.13062	0.0	0.0	0.0	0.0	0.03059	0.89982
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Propioniciclava	0.0	0.3433	0.28684	0.05528	0.19052	0.05276	0.0	0.01396	1.09674	0.21137	0.77964	0.10718	0.19369	0.00084	0.5583	0.02407	0.04127	0.72177
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae|g__Methylobacillus	0.0	0.31118	0.00891	0.0	0.0	0.0	0.0	0.01753	0.0238	0.0	0.0	0.01612	0.0	0.0	0.0	0.0	0.80285	0.00464
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosomonas	0.0	0.29364	0.47871	0.05238	0.0	0.26528	0.0	0.02632	1.00351	0.16329	0.07632	2.48288	0.89595	0.76288	0.04454	0.03334	0.04106	0.48179
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Gemmobacter	0.0	0.25852	0.61067	0.13819	0.88896	0.03461	0.01695	0.01701	0.00242	0.00116	1.08723	0.0463	0.01647	0.00471	0.09176	0.20495	0.0192	0.00572
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiaceae|g__Caenibius	0.0	0.24364	0.22531	0.0	0.0	0.02801	0.00087	0.00397	0.04151	0.01013	0.0	0.02121	0.0	0.05081	0.00313	0.0538	0.00664	0.02338
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Micropepsales|f__Micropepsaceae|g__GGB34785	0.0	0.21407	0.03329	0.19835	0.18931	0.02785	0.0743	0.02906	0.06961	0.24034	0.67112	0.16011	0.33031	0.0	0.14019	0.15649	0.08112	0.00107
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bacteriovoracales|f__Bacteriovoracaceae|g__Bacteriovorax	0.0	0.20972	0.31048	0.0	1.96956	0.29212	0.45526	0.2497	0.0	0.0	0.31274	0.00136	0.00249	0.0	0.23878	0.10822	0.00355	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Shinella	0.0	0.17047	0.43695	0.01341	0.05613	0.03907	0.07568	0.00686	0.08862	0.40013	0.70015	0.0	0.1354	0.03469	0.06465	0.0	0.20469	0.02693
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Amnimonas	0.0	0.15713	0.01697	0.0	0.00471	0.04092	0.00227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006	0.0	0.0
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanotrichales|f__Methanotrichaceae|g__Methanothrix	0.0	0.15361	0.3798	0.0	0.0	0.11359	0.00066	0.04133	0.3004	0.0	0.0	0.39625	0.0	0.2631	0.00855	0.00282	0.00659	1.21869
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Azonexaceae|g__Azonexus	0.0	0.14456	0.03774	0.03845	0.0	0.33285	0.01849	0.02813	0.17583	0.02299	0.02503	0.41052	0.05149	0.16469	0.0	0.02973	0.62599	0.21778
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Rhodobacter	0.0	0.13569	0.39282	0.0	0.07884	0.01898	0.03186	0.00982	0.01429	0.01658	0.00854	0.01814	0.01086	0.01282	0.0065	0.01597	0.06009	0.16047
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Alphaproteobacteria_unclassified|f__Alphaproteobacteria_unclassified|g__Micavibrio	0.0	0.11578	0.44277	0.0	0.0	0.0	0.00323	0.0172	0.173	0.01055	0.0	0.0	0.0	0.0	0.0	0.0	0.07906	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Xinfangfangia	0.0	0.09593	0.5408	0.0	0.0	0.09237	0.0	0.00244	0.09198	0.0	0.0	0.00496	0.0	0.07779	0.0	0.00867	0.00063	0.13057
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Devosiaceae|g__Methyloterrigena	0.0	0.09285	0.22263	0.10794	0.76368	0.0088	0.14304	0.16172	0.19533	0.66599	0.0	0.02785	1.33903	0.00764	0.20672	0.0	0.04308	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Uruburuella	0.0	0.08701	0.007	0.0427	0.0	0.00044	0.0	0.04171	0.01892	0.0	0.0	0.01523	0.00027	0.01425	0.00912	0.0	0.00944	0.15083
